Timestamp,PowerAmountKW,IoTHubTypeIdentifier
01/01/1970 19:22,5.494,PowerTelemetry
01/01/1970 19:23,7.009,PowerTelemetry
01/01/1970 19:24,3.565,PowerTelemetry
01/01/1970 19:25,3.465,PowerTelemetry
01/01/1970 19:26,5.791,PowerTelemetry
01/01/1970 19:27,0.203,PowerTelemetry
01/01/1970 19:28,5.854,PowerTelemetry
01/01/1970 19:29,0.306,PowerTelemetry
01/01/1970 19:30,3.522,PowerTelemetry
01/01/1970 19:31,2.182,PowerTelemetry
01/01/1970 19:32,2.713,PowerTelemetry
01/01/1970 19:33,4.571,PowerTelemetry
01/01/1970 19:34,2.967,PowerTelemetry
01/01/1970 19:35,7.809,PowerTelemetry
01/01/1970 19:36,2.649,PowerTelemetry
01/01/1970 19:37,2.358,PowerTelemetry
01/01/1970 19:38,9.478,PowerTelemetry
01/01/1970 19:39,8.706,PowerTelemetry
01/01/1970 19:40,6.185,PowerTelemetry
01/01/1970 19:41,9.502,PowerTelemetry
01/01/1970 19:42,5.035,PowerTelemetry
01/01/1970 19:43,5.874,PowerTelemetry
01/01/1970 19:44,4.367,PowerTelemetry
01/01/1970 19:45,5.25,PowerTelemetry
01/01/1970 19:46,3.818,PowerTelemetry
01/01/1970 19:47,3.222,PowerTelemetry
01/01/1970 19:48,2.737,PowerTelemetry
01/01/1970 19:49,1.151,PowerTelemetry
01/01/1970 19:50,0.675,PowerTelemetry
01/01/1970 19:51,3.126,PowerTelemetry
01/01/1970 19:52,3.78,PowerTelemetry
01/01/1970 19:53,4.234,PowerTelemetry
01/01/1970 19:54,2.375,PowerTelemetry
01/01/1970 19:55,3.151,PowerTelemetry
01/01/1970 19:56,9.209,PowerTelemetry
01/01/1970 19:57,2.139,PowerTelemetry
01/01/1970 19:58,7.251,PowerTelemetry
01/01/1970 19:59,2.486,PowerTelemetry
01/01/1970 20:00,9.584,PowerTelemetry
01/01/1970 20:01,3.173,PowerTelemetry
01/01/1970 20:02,6.135,PowerTelemetry
01/01/1970 20:03,6.076,PowerTelemetry
01/01/1970 20:04,2.309,PowerTelemetry
01/01/1970 20:05,6.711,PowerTelemetry
01/01/1970 20:06,4.096,PowerTelemetry
01/01/1970 20:07,6.035,PowerTelemetry
01/01/1970 20:08,9.895,PowerTelemetry
01/01/1970 20:09,2.153,PowerTelemetry
01/01/1970 20:10,1.668,PowerTelemetry
01/01/1970 20:11,1.06,PowerTelemetry
01/01/1970 20:12,2.121,PowerTelemetry
01/01/1970 20:13,3.384,PowerTelemetry
01/01/1970 20:14,6.783,PowerTelemetry
01/01/1970 20:15,7.229,PowerTelemetry
01/01/1970 20:16,1.589,PowerTelemetry
01/01/1970 20:17,6.643,PowerTelemetry
01/01/1970 20:18,8.529,PowerTelemetry
01/01/1970 20:19,0.025,PowerTelemetry
01/01/1970 20:20,0.726,PowerTelemetry
01/01/1970 20:21,5.734,PowerTelemetry
01/01/1970 20:22,0.52,PowerTelemetry
01/01/1970 20:23,5.161,PowerTelemetry
01/01/1970 20:24,7.646,PowerTelemetry
01/01/1970 20:25,6.5,PowerTelemetry
01/01/1970 20:26,1.295,PowerTelemetry
01/01/1970 20:27,2.177,PowerTelemetry
01/01/1970 20:28,7.822,PowerTelemetry
01/01/1970 20:29,5.447,PowerTelemetry
01/01/1970 20:30,7.733,PowerTelemetry
01/01/1970 20:31,7.518,PowerTelemetry
01/01/1970 20:32,3.952,PowerTelemetry
01/01/1970 20:33,4.785,PowerTelemetry
01/01/1970 20:34,9.01,PowerTelemetry
01/01/1970 20:35,9.992,PowerTelemetry
01/01/1970 20:36,9.257,PowerTelemetry
01/01/1970 20:37,3.862,PowerTelemetry
01/01/1970 20:38,2.283,PowerTelemetry
01/01/1970 20:39,1.054,PowerTelemetry
01/01/1970 20:40,8.677,PowerTelemetry
01/01/1970 20:41,3.081,PowerTelemetry
01/01/1970 20:42,3.593,PowerTelemetry
01/01/1970 20:43,1.944,PowerTelemetry
01/01/1970 20:44,7.071,PowerTelemetry
01/01/1970 20:45,5.556,PowerTelemetry
01/01/1970 20:46,1.18,PowerTelemetry
01/01/1970 20:47,7.197,PowerTelemetry
01/01/1970 20:48,1.843,PowerTelemetry
01/01/1970 20:49,1.65,PowerTelemetry
01/01/1970 20:50,2.72,PowerTelemetry
01/01/1970 20:51,6.14,PowerTelemetry
01/01/1970 20:52,9.245,PowerTelemetry
01/01/1970 20:53,3.538,PowerTelemetry
01/01/1970 20:54,4.275,PowerTelemetry
01/01/1970 20:55,3.653,PowerTelemetry
01/01/1970 20:56,5.038,PowerTelemetry
01/01/1970 20:57,2.641,PowerTelemetry
01/01/1970 20:58,6.422,PowerTelemetry
01/01/1970 20:59,6.195,PowerTelemetry
01/01/1970 21:00,4.68,PowerTelemetry
01/01/1970 21:01,8.41,PowerTelemetry
01/01/1970 21:02,7.125,PowerTelemetry
01/01/1970 21:03,1.949,PowerTelemetry
01/01/1970 21:04,0.451,PowerTelemetry
01/01/1970 21:05,4.682,PowerTelemetry
01/01/1970 21:06,2.876,PowerTelemetry
01/01/1970 21:07,1.094,PowerTelemetry
01/01/1970 21:08,4.5,PowerTelemetry
01/01/1970 21:09,4.522,PowerTelemetry
01/01/1970 21:10,9.737,PowerTelemetry
01/01/1970 21:11,9.346,PowerTelemetry
01/01/1970 21:12,5.117,PowerTelemetry
01/01/1970 21:13,2.764,PowerTelemetry
01/01/1970 21:14,8.792,PowerTelemetry
01/01/1970 21:15,0.416,PowerTelemetry
01/01/1970 21:16,0.607,PowerTelemetry
01/01/1970 21:17,3.719,PowerTelemetry
01/01/1970 21:18,0.664,PowerTelemetry
01/01/1970 21:19,2.978,PowerTelemetry
01/01/1970 21:20,9.807,PowerTelemetry
01/01/1970 21:21,7.627,PowerTelemetry
01/01/1970 21:22,4.187,PowerTelemetry
01/01/1970 21:23,9.286,PowerTelemetry
01/01/1970 21:24,9.122,PowerTelemetry
01/01/1970 21:25,5.67,PowerTelemetry
01/01/1970 21:26,7.198,PowerTelemetry
01/01/1970 21:27,0.866,PowerTelemetry
01/01/1970 21:28,7.017,PowerTelemetry
01/01/1970 21:29,4.142,PowerTelemetry
01/01/1970 21:30,2.403,PowerTelemetry
01/01/1970 21:31,1.062,PowerTelemetry
01/01/1970 21:32,3.275,PowerTelemetry
01/01/1970 21:33,2.318,PowerTelemetry
01/01/1970 21:34,4.645,PowerTelemetry
01/01/1970 21:35,5.162,PowerTelemetry
01/01/1970 21:36,6.159,PowerTelemetry
01/01/1970 21:37,8.277,PowerTelemetry
01/01/1970 21:38,2.305,PowerTelemetry
01/01/1970 21:39,2.626,PowerTelemetry
01/01/1970 21:40,3.255,PowerTelemetry
01/01/1970 21:41,7.724,PowerTelemetry
01/01/1970 21:42,9.731,PowerTelemetry
01/01/1970 21:43,4.538,PowerTelemetry
01/01/1970 21:44,9.216,PowerTelemetry
01/01/1970 21:45,9.089,PowerTelemetry
01/01/1970 21:46,7.918,PowerTelemetry
01/01/1970 21:47,3.912,PowerTelemetry
01/01/1970 21:48,9.431,PowerTelemetry
01/01/1970 21:49,4.567,PowerTelemetry
01/01/1970 21:50,2.978,PowerTelemetry
01/01/1970 21:51,9.27,PowerTelemetry
01/01/1970 21:52,0.106,PowerTelemetry
01/01/1970 21:53,4.623,PowerTelemetry
01/01/1970 21:54,8.078,PowerTelemetry
01/01/1970 21:55,4.429,PowerTelemetry
01/01/1970 21:56,1.052,PowerTelemetry
01/01/1970 21:57,6.133,PowerTelemetry
01/01/1970 21:58,7.592,PowerTelemetry
01/01/1970 21:59,1.404,PowerTelemetry
01/01/1970 22:00,5.476,PowerTelemetry
01/01/1970 22:01,5.081,PowerTelemetry
01/01/1970 22:02,1.756,PowerTelemetry
01/01/1970 22:03,4.577,PowerTelemetry
01/01/1970 22:04,6.336,PowerTelemetry
01/01/1970 22:05,6.079,PowerTelemetry
01/01/1970 22:06,2.688,PowerTelemetry
01/01/1970 22:07,1.626,PowerTelemetry
01/01/1970 22:08,4.003,PowerTelemetry
01/01/1970 22:09,6.131,PowerTelemetry
01/01/1970 22:10,7.82,PowerTelemetry
01/01/1970 22:11,7.965,PowerTelemetry
01/01/1970 22:12,1.267,PowerTelemetry
01/01/1970 22:13,7.274,PowerTelemetry
01/01/1970 22:14,8.104,PowerTelemetry
01/01/1970 22:15,9.177,PowerTelemetry
01/01/1970 22:16,2.637,PowerTelemetry
01/01/1970 22:17,1.555,PowerTelemetry
01/01/1970 22:18,9.358,PowerTelemetry
01/01/1970 22:19,3.462,PowerTelemetry
01/01/1970 22:20,3.807,PowerTelemetry
01/01/1970 22:21,8.485,PowerTelemetry
01/01/1970 22:22,5.38,PowerTelemetry
01/01/1970 22:23,7.905,PowerTelemetry
01/01/1970 22:24,6.753,PowerTelemetry
01/01/1970 22:25,3.212,PowerTelemetry
01/01/1970 22:26,7.164,PowerTelemetry
01/01/1970 22:27,5.774,PowerTelemetry
01/01/1970 22:28,3.312,PowerTelemetry
01/01/1970 22:29,3.064,PowerTelemetry
01/01/1970 22:30,4.554,PowerTelemetry
01/01/1970 22:31,9.652,PowerTelemetry
01/01/1970 22:32,5.954,PowerTelemetry
01/01/1970 22:33,0.323,PowerTelemetry
01/01/1970 22:34,8.526,PowerTelemetry
01/01/1970 22:35,4.125,PowerTelemetry
01/01/1970 22:36,1.026,PowerTelemetry
01/01/1970 22:37,4.999,PowerTelemetry
01/01/1970 22:38,6.11,PowerTelemetry
01/01/1970 22:39,0.377,PowerTelemetry
01/01/1970 22:40,8.263,PowerTelemetry
01/01/1970 22:41,2.516,PowerTelemetry
01/01/1970 22:42,0.836,PowerTelemetry
01/01/1970 22:43,1.466,PowerTelemetry
01/01/1970 22:44,2.453,PowerTelemetry
01/01/1970 22:45,9.525,PowerTelemetry
01/01/1970 22:46,2.955,PowerTelemetry
01/01/1970 22:47,1.232,PowerTelemetry
01/01/1970 22:48,5.522,PowerTelemetry
01/01/1970 22:49,2.005,PowerTelemetry
01/01/1970 22:50,7.499,PowerTelemetry
01/01/1970 22:51,1.892,PowerTelemetry
01/01/1970 22:52,1.482,PowerTelemetry
01/01/1970 22:53,1.901,PowerTelemetry
01/01/1970 22:54,9.704,PowerTelemetry
01/01/1970 22:55,8.259,PowerTelemetry
01/01/1970 22:56,2.894,PowerTelemetry
01/01/1970 22:57,2.959,PowerTelemetry
01/01/1970 22:58,7.451,PowerTelemetry
01/01/1970 22:59,1.551,PowerTelemetry
01/01/1970 23:00,2.526,PowerTelemetry
01/01/1970 23:01,4.386,PowerTelemetry
01/01/1970 23:02,5.986,PowerTelemetry
01/01/1970 23:03,8.262,PowerTelemetry
01/01/1970 23:04,5.362,PowerTelemetry
01/01/1970 23:05,5.453,PowerTelemetry
01/01/1970 23:06,4.177,PowerTelemetry
01/01/1970 23:07,7.569,PowerTelemetry
01/01/1970 23:08,9.154,PowerTelemetry
01/01/1970 23:09,6.405,PowerTelemetry
01/01/1970 23:10,0.718,PowerTelemetry
01/01/1970 23:11,0.995,PowerTelemetry
01/01/1970 23:12,3.95,PowerTelemetry
01/01/1970 23:13,2.197,PowerTelemetry
01/01/1970 23:14,3.563,PowerTelemetry
01/01/1970 23:15,6.49,PowerTelemetry
01/01/1970 23:16,8.393,PowerTelemetry
01/01/1970 23:17,4.96,PowerTelemetry
01/01/1970 23:18,2.186,PowerTelemetry
01/01/1970 23:19,8.009,PowerTelemetry
01/01/1970 23:20,4.129,PowerTelemetry
01/01/1970 23:21,0.876,PowerTelemetry
01/01/1970 23:22,0.3,PowerTelemetry
01/01/1970 23:23,4.844,PowerTelemetry
01/01/1970 23:24,1.944,PowerTelemetry
01/01/1970 23:25,9.411,PowerTelemetry
01/01/1970 23:26,1.1,PowerTelemetry
01/01/1970 23:27,4.414,PowerTelemetry
01/01/1970 23:28,3.248,PowerTelemetry
01/01/1970 23:29,5.346,PowerTelemetry
01/01/1970 23:30,0.328,PowerTelemetry
01/01/1970 23:31,5.622,PowerTelemetry
01/01/1970 23:32,7.566,PowerTelemetry
01/01/1970 23:33,0.107,PowerTelemetry
01/01/1970 23:34,1.531,PowerTelemetry
01/01/1970 23:35,8.548,PowerTelemetry
01/01/1970 23:36,2.03,PowerTelemetry
01/01/1970 23:37,7.181,PowerTelemetry
01/01/1970 23:38,9.554,PowerTelemetry
01/01/1970 23:39,5.872,PowerTelemetry
01/01/1970 23:40,6.151,PowerTelemetry
01/01/1970 23:41,2.536,PowerTelemetry
01/01/1970 23:42,2,PowerTelemetry
01/01/1970 23:43,5.856,PowerTelemetry
01/01/1970 23:44,8.581,PowerTelemetry
01/01/1970 23:45,6.442,PowerTelemetry
01/01/1970 23:46,7.205,PowerTelemetry
01/01/1970 23:47,5.939,PowerTelemetry
01/01/1970 23:48,2.602,PowerTelemetry
01/01/1970 23:49,3.997,PowerTelemetry
01/01/1970 23:50,5.871,PowerTelemetry
01/01/1970 23:51,3.349,PowerTelemetry
01/01/1970 23:52,3.885,PowerTelemetry
01/01/1970 23:53,3.951,PowerTelemetry
01/01/1970 23:54,9.69,PowerTelemetry
01/01/1970 23:55,1.513,PowerTelemetry
01/01/1970 23:56,7.875,PowerTelemetry
01/01/1970 23:57,0.587,PowerTelemetry
01/01/1970 23:58,3.176,PowerTelemetry
01/01/1970 23:59,9.068,PowerTelemetry
